,Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Fatalities,Ground,Year,AC mfr,Departure,Arrival
4206,1998-08-29,1303,"Quito, Ecuador",cubana de aviacion,389,Quito - Guayaquil - Havana,Tupolev TU-154M,91.0,70.0,10,1998,tupolev,Quito,Havana
4207,1998-09-02,2130,"Off Peggy's Cove, Nova Scotia, Canada",swissair,111,New York City - Geneva,McDonnell Douglas MD-11,229.0,229.0,0,1998,mcdonnell,New York City,Geneva
4208,1998-09-02,?,Angola,permaviatrans,?,?,Antonov AN-26,24.0,24.0,0,1998,antonov,?,?
4209,1998-09-09,1045,"Port Alsworth, Alaska",rusts flying service inc.,?,"Anchorage, AK - Hoholitna River, AK",de Havilland Dash-2 float plane,5.0,5.0,0,1998,de,"Anchorage, AK","Hoholitna River, AK"
4210,1998-09-10,?,"Islamabad, Pakistan",military,?,?,Lockheed C-130B Hercules,5.0,5.0,0,1998,lockheed,?,?
4211,1998-09-25,0900,"Near Nador, Morroco",paukn air,4101,Malaga - Melilla,British Aerospace BAe-146-100,38.0,38.0,0,1998,british,Malaga,Melilla
4212,1998-09-28,1330,"Praia, Cape Verde",cabo verde airlines,?,Sao Nicolau - Praia,de Havilland Canada DHC-6 Twin Otter 300,22.0,1.0,0,1998,de,Sao Nicolau,Praia
4213,1998-09-29,1350,"Off Mannar, Sri Lanka",lionair,602,Jaffna - Colombo,Antonov AN-24RV,55.0,55.0,0,1998,antonov,Jaffna,Colombo
4214,1998-10-02,0945,"Near Canaima, Venezuela",servivensa,?,Sighteeing,Douglas DC-3C,27.0,1.0,0,1998,douglas,?,?
4215,1998-10-10,?,"Near Kindu, Congo",congo airline,?,Kindu - Kinshasa,Boeing B-727-30,41.0,41.0,0,1998,boeing,Kindu,Kinshasa
4216,1998-10-21,1351,"Yerevan, Armenia",ararat avia,?,Yerevan - Krasnodar,Yakovlev YAK-40,37.0,0.0,4,1998,yakovlev,Yerevan,Krasnodar
4217,1998-10-25,?,"Rwenzori mountains, Uganda",tanamana aviation,?,Entebbe - Kasese,Britten-Norman BN-2A-3 Islander,11.0,4.0,0,1998,britten-norman,Entebbe,Kasese
4218,1998-11-01,1314,"Near Quetzaltenango, Guatemala",living water teaching ministries charter,?,Plaa Grande - Quetzaltenango,Douglas DC-3C,18.0,11.0,0,1998,douglas,Plaa Grande,Quetzaltenango
4219,1998-11-11,1122,"Near Krasnoyarsk, Russia",sakha airlines,?,Krasnoyarsk - Mirny,Antonov AN-12,13.0,13.0,0,1998,antonov,Krasnoyarsk,Mirny
4220,1998-11-21,1743,"Edgewater, Maryland",private,?,"Brunswick, GA - Annapolis, MD",Burgess RV-6 experimental,1.0,1.0,0,1998,burgess,"Brunswick, GA","Annapolis, MD"
4221,1998-12-07,11:3,"Baie-Comeau, Canada",air satellite,?,Point-Lebel - Rimouski,Britten-Norman Trislander,10.0,7.0,0,1998,britten-norman,Point-Lebel,Rimouski
4222,1998-12-11,1910,"Near Surat Thani, Thailand",thai airways,261,Bangkok - Surat Thani,Airbus A-310-204,146.0,102.0,0,1998,airbus,Bangkok,Surat Thani
4223,1998-12-14,?,"Near Cuito, Angola",khors aircompany,?,?,Antonov AN-12BP,11.0,11.0,0,1998,antonov,?,?
4224,1998-12-17,?,"Saurimo, Angola",zanex,?,Luanda - Saurimo,Antonov 12,10.0,1.0,0,1998,antonov,Luanda,Saurimo
4225,1998-12-22,0015,"Medellín, Colombia",selva,?,Bogotá - Medellín,Antonov 32B,5.0,5.0,0,1998,antonov,Bogotá,Medellín
4226,1998-12-26,1200,"Vila Nova, Angola",transafrik,806,Huambo - Saurimo,Lockheed Martin L-100-30 Hercules,14.0,14.0,0,1998,lockheed,Huambo,Saurimo
4227,1999-01-02,?,"Near Huambo, Angola",transafrik,?,Huambo - Luanda,Lockheed L-100-30 Hercules,9.0,9.0,0,1999,lockheed,Huambo,Luanda
4228,1999-01-12,1700,"Guernsey, Channel Islands, England",channel express,?,London - Guernsey,Fokker F-27 Friendship 600,2.0,2.0,0,1999,fokker,London,Guernsey
4229,1999-01-13,0633,"Mayne Island, British Columbia, Canada",kelowna flightcraft air charter,?,Vancouver - Victoria,Douglas DC-3C,2.0,2.0,0,1999,douglas,Vancouver,Victoria
4230,1999-01-13,?,"Geilenkirchen, Germany",military,?,Refueling,Boeing KC-135E,4.0,4.0,0,1999,boeing,?,?
4231,1999-01-16,1430,"Coconut Island, QLD, Australia",uzu air,?,Horn Island - Coconut Island,Britten Norman BN-2A-26,4.0,3.0,0,1999,britten,Horn Island,Coconut Island
4232,1999-01-21,0810,"Bluefields, Nicaragua",fuerza aérea nicaragua,?,Managua - Bluefields,Antonov AN-26,28.0,28.0,0,1999,antonov,Managua,Bluefields
4233,1999-02-02,0508,"Luanda, Angola",savannair,?,Luanda - Lucapa,Antonov AN-12,14.0,14.0,13,1999,antonov,Luanda,Lucapa
4234,1999-02-03,1020,"Hoskins, Papua New Guinea",airlink,?,Hoskins - Kandrian,Britten Norman BN-2A Trislander,11.0,11.0,0,1999,britten,Hoskins,Kandrian
4235,1999-02-08,?,"Kinshasa, Democratic Republic Congo",air karibu,?,Kinshasa - Mbandaka,Lockheed L-188A Electra,7.0,7.0,0,1999,lockheed,Kinshasa,Mbandaka
4236,1999-02-24,1634,"Rui'an, China",china southwest airlines,4509,Chengdu - Wenzhou,Tupolev TU-154,61.0,61.0,0,1999,tupolev,Chengdu,Wenzhou
4237,1999-02-25,1230,"Genoa, Italy",minerva airlines,1553,Cagliar - Genoa,Dornier 328-110,31.0,4.0,0,1999,dornier,Cagliar,Genoa
4238,1999-03-07,0823,"New Delhi, India",military,?,Gwalior - Pokhran - New Delhi,Antonov AN-32 Transport,19.0,19.0,3,1999,antonov,Gwalior,New Delhi
4239,1999-03-18,1605,"Near Tame, Colombia",aliansa colombia,?,Cucuta - El Yopal,Douglas DC-3C (C-47A-DK),8.0,8.0,8,1999,douglas,Cucuta,El Yopal
4240,1999-03-19,0945,"Davis Inlet, Newfoundland, Canada",provincial airlines,960,Goose Bay - Davis Inlet,de Havilland Canada DHC-6 Twin Otter 300,2.0,1.0,0,1999,de,Goose Bay,Davis Inlet
4241,1999-04-07,0033,"Near Ceyhan, Turkey",turkish airlines (thy),5904,Adana - Ciddah,Boeing 737-4Q8,6.0,6.0,0,1999,boeing,Adana,Ciddah
4242,1999-04-07,1130,"Ribeirao Preto, Brazil",manacá táxi aéreo,?,Training,Learjet 24D,5.0,5.0,0,1999,learjet,?,?
4243,1999-04-08,1135,"Near Malaga, Colombia",aerotaca,?,Bucaramanga - Malaga,de Havilland Canada DHC-6 Twin Otter 300,5.0,5.0,0,1999,de,Bucaramanga,Malaga
4244,1999-04-15,1605,"Shanghi, China",korean air,6316,"Shanghi, China - Seoul, Korea",McDonnell Douglas MD-11,3.0,3.0,0,1999,mcdonnell,"Shanghi, China","Seoul, Korea"
4245,1999-05-08,1921,"Off Port Vila, Vanuatu",vanair,?,Espírita Santo - Port Vila,de Havilland Canada DHC-6 Twin Otter 300,12.0,7.0,0,1999,de,Espírita Santo,Port Vila
4246,1999-05-24,1315,"Kuching, Malaysia",military,?,Training,de Havilland Canada DHC-4A,5.0,5.0,0,1999,de,?,?
4247,1999-05-29,1430,"Ol Kiombo, Kenya",malindi air services,?,Ol Kiombo - Mara Sika AS,Let 410UVP-E,2.0,2.0,0,1999,let,Ol Kiombo,Mara Sika AS
4248,1999-06-01,2350,"Little Rock, Arkansas",american airlines,1420,Dallas-Fort Worth - Little Rock,McDonnell Douglas MD-82,145.0,11.0,0,1999,mcdonnell,Dallas-Fort Worth,Little Rock
4249,1999-06-03,?,"Near Khartoum, Sudan",military,?,Kassala - Khartoum,Antonov 32,50.0,50.0,0,1999,antonov,Kassala,Khartoum
4250,1999-06-09,1050,"Juneau, Alaska",air taxi,?,Sightseeing,Eurocopter AS-350BA,7.0,7.0,0,1999,eurocopter,?,?
4251,1999-06-09,?,"Coron, Philippines",pacific airways,?,?,Britten-Norman BN-2A-21 Islander,1.0,1.0,0,1999,britten-norman,?,?
4252,1999-06-17,0852,"Goroka, Papua New Guinea",airlink,?,Nadzab - Goroka,Embraer 110P2 Bandeirante,17.0,17.0,0,1999,embraer,Nadzab,Goroka
4253,1999-06-25,1320,"Long Haul Lake, Manatoba, Canada",blue water aviation services,?,Test flight,de Havilland Canada DHC-3 Otter,2.0,1.0,0,1999,de,?,?
4254,1999-07-01,?,"Luzamba, Angola",savanair,?,Huambo - Luanda,Antonov 12B,5.0,1.0,0,1999,antonov,Huambo,Luanda
4255,1999-07-02,1427,"Sittwe, Myanmar",myanmar airways,?,Yangon - Sittwe,Fokker F-27 Friendship 600,8.0,8.0,0,1999,fokker,Yangon,Sittwe
4256,1999-07-04,1205,"Villavicencio, Colombia",lanc colombia,?,Villavicencio - Mitu,Douglas DC-6A,18.0,5.0,0,1999,douglas,Villavicencio,Mitu
4257,1999-07-07,1951,"Near Kathmandu, Nepal",lufthansa cargo airlines,8533,Kathmandu - New Delhi,Boeing 727-243F,5.0,5.0,0,1999,boeing,Kathmandu,New Delhi
4258,1999-07-09,0430,"Toluca , Mexico",aero jet express,?,Los Mochis - Toluca,Hawker Siddeley HS-125,4.0,4.0,0,1999,hawker,Los Mochis,Toluca
4259,1999-07-16,2141,"Off Martha's Vineyard, Massachusetts",private,-,"Fairfield, N.J. - Martha's Vineyard, MA",Piper PA-32-R301 Saratoga II HP,3.0,3.0,0,1999,piper,"Fairfield, N.J.","Martha's Vineyard, MA"
4260,1999-07-23,1125,"Tokyo, Japan",all nippon airways,61,"Tokyo, Japan - Chitose, Japan",Boeing B-747,517.0,1.0,0,1999,boeing,"Tokyo, Japan","Chitose, Japan"
4261,1999-07-23,0330,"Near Orito, Colombia",military,?,?,de Havilland Canada DHC-7-102,7.0,7.0,0,1999,de,?,?
4262,1999-07-24,0535,"Nasevou Village, Fiji",air fiji,121,Nausori - Nadi,Embraer 110P1 Bandeirante,17.0,17.0,0,1999,embraer,Nausori,Nadi
4263,1999-08-07,1200,"Santo Antao, Cape Verde Islands",tacv-cabo verde airlines,5002,Sao Vicente - Santo Antao,Dornier 228-201,18.0,18.0,0,1999,dornier,Sao Vicente,Santo Antao
4264,1999-08-22,1845,"Hong Kong, China",china airlines (taiwan),642,Bangkok - Hong Kong,McDonnell Douglas MD-11,315.0,3.0,0,1999,mcdonnell,Bangkok,Hong Kong
4265,1999-08-24,1236,"Hualian, Taiwan",uni air,873,Taipei - Hualian,McDonnell Douglas MD-90-30,96.0,1.0,0,1999,mcdonnell,Taipei,Hualian
4266,1999-08-26,1054,"Turtkul, Uzbekistan",uzbekistan airways,?,Tashkent - Turtkul,Yakovlev YAK-40,33.0,2.0,0,1999,yakovlev,Tashkent,Turtkul
4267,1999-08-31,2055,"Buenos Aires, Argentina","lapa, lineas aereas privadas argentinas",3142,Buenos Aires - Cordoba,Boeing B-737-204C,103.0,63.0,2,1999,boeing,Buenos Aires,Cordoba
4268,1999-09-05,1030,"Near Kathmandu, Nepal",necon air,128,Pokhara - Kathmandu,Hawker Siddeley HS-748-501 Super 2B,15.0,15.0,0,1999,hawker,Pokhara,Kathmandu
4269,1999-09-14,?,"Bucharest, Romania",greek government,3838,Athens - Bucharest,Dassault Falcon 900B,13.0,7.0,0,1999,dassault,Athens,Bucharest
4270,1999-09-14,2120,"Belelm, Brazil",norte jet táxi aéreo,?,Belem - Monte Dourado,Embraer 110 Bandeirante,2.0,2.0,0,1999,embraer,Belem,Monte Dourado
4271,1999-09-14,2347,"Girona, Spain",britannia airways,226A,"Cardiff, Wales, UK - Girona, Spain",Boeing 757-204,245.0,1.0,0,1999,boeing,"Cardiff, Wales, UK","Girona, Spain"
4272,1999-09-17,?,"Mt. Hidalgo, Mexico",military,?,Test flight,Lockheed C-130A Hercules,5.0,5.0,0,1999,lockheed,?,?
4273,1999-10-02,1915,"Dhahran, Saudi Arabia",aramco associated company,?,?,Bell 214ST helicopter,20.0,12.0,0,1999,bell,?,?
4274,1999-10-24,?,"San Carlos, Venezuela",military,?,La Carlota - Acarigua,Arava 201,6.0,6.0,0,1999,arava,La Carlota,Acarigua
4275,1999-10-25,1120,"Aberdeen, South Dakota",private charter,?,"Orlando, FL - Dallas, TX",Gates Learjet 35,6.0,6.0,0,1999,gates,"Orlando, FL","Dallas, TX"
4276,1999-10-31,0152,"Off Nantucket Island, Massachusetts",egyptair,990,New York City - Cairo,Boeing B-767-366ER,217.0,217.0,0,1999,boeing,New York City,Cairo
4277,1999-11-09,1903,"Near Uruapan, Mexico",taesa,725,Uruapan - Mexico City,McDonnell Douglas DC-9-31,18.0,18.0,0,1999,mcdonnell,Uruapan,Mexico City
4278,1999-11-12,1113,"Near Pristina, Kosovo",si fly,3275,Rome - Pristina,Aerospatiale Alenia ATR-42,24.0,24.0,0,1999,aerospatiale,Rome,Pristina
4279,1999-12-05,0512,"Moscow, Russia",tashkent aircraft production corporation,?,"Moscow, Russia - Tashkent, Uzbekistan",Ilyushin 114T,7.0,5.0,0,1999,ilyushin,"Moscow, Russia","Tashkent, Uzbekistan"
4280,1999-12-07,0925,"Near Bayombang, Philippines",asian spirit,?,Manila - Cauayan,Let 410UVP,17.0,17.0,0,1999,let,Manila,Cauayan
4281,1999-12-10,0250,"Kuwait City, Kuwait",military,?,Kuwait IA - Kuwait-Ahmed Al-jaber AB,Lockheed C-130H,94.0,3.0,0,1999,lockheed,Kuwait IA,Kuwait-Ahmed Al-jaber AB
4282,1999-12-11,0920,"Sao Jorge, Azores (Portugal)",sata,530,Ponta Delgada - Horta,British Aerospace APT,35.0,35.0,0,1999,british,Ponta Delgada,Horta
4283,1999-12-21,0940,"Guatemala City, Guatemala",cubana de aviacon,261,Havana - Guatemala City,McDonnell Douglas DC-10-30,314.0,16.0,2,1999,mcdonnell,Havana,Guatemala City
4284,1999-12-22,1838,"Great Hallingbury, United Kingdom",korean air,8509,"London, England - Milan, Italy",Boeing 747-2B5F,4.0,4.0,0,1999,boeing,"London, England","Milan, Italy"
4285,1999-12-24,?,"Amritsar, India / Kandahar, Afghanistan",indian airlines,814,Kathmandu - New Delhi,Airbus A300B2-101,189.0,1.0,0,1999,airbus,Kathmandu,New Delhi
4286,1999-12-25,2015,"Bejuma, Venezuela",cubana de aviacion,310,Havana - Valencia,Yakovlev YAK-42D,22.0,22.0,0,1999,yakovlev,Havana,Valencia
4287,1999-12-25,1502,"Near Simara, Nepal",skyline airways,?,Simara - Kathmandu,de Havilland Canada DHC-6 Twin Otter,10.0,10.0,0,1999,de,Simara,Kathmandu
4288,1999-12-29,?,"Near Zonguldak, Turkey",ecuato guineana de aviacion,?,"Kiev, Russia - Tehran, Iran",Antonov 28,6.0,6.0,0,1999,antonov,"Kiev, Russia","Tehran, Iran"
4289,2000-01-05,?,"Abuja, Nigeria",skypower express airways,?,Lagos - Abuja,Embraer 110P1A Bandeirante,16.0,1.0,1,2000,embraer,Lagos,Abuja
4290,2000-01-10,1754,"Niederhasli, Switzerland",crossair,498,Zürich - Dresden,Saab 340B,10.0,10.0,0,2000,saab,Zürich,Dresden
4291,2000-01-13,1238,"Off Marsa el-Brega, Libya",avisto,?,Tripoli IAP - Marsa el-Brega,Shorts 360-300,41.0,22.0,0,2000,shorts,Tripoli IAP,Marsa el-Brega
4292,2000-01-15,1310,"San Jose, Costa Rica",taca,?,San Jose - Tortuguero,Let 410UVP-E,20.0,5.0,0,2000,let,San Jose,Tortuguero
4293,2000-01-30,2108,"Off Abidjan, Ivory Coast",kenya airways,431,Abidjan - Lagos,AirbusA310-304,179.0,169.0,0,2000,airbusa310-304,Abidjan,Lagos
4294,2000-01-31,1621,"Off Point Mugu, California",alaska airlines,261,Puerto Vallarta - San Francisco,McDonnell Douglas MD-83,88.0,88.0,0,2000,mcdonnell,Puerto Vallarta,San Francisco
4295,2000-02-02,?,"Tehran, Iran",military,?,Training,Lockheed C-130 Hercules,8.0,8.0,0,2000,lockheed,?,?
4296,2000-02-16,1950,"Sacramento, California",emery worldwide,17,"Sacramento, CA - Dayton, OH",McDonnell Douglas DC-8-71F,3.0,3.0,0,2000,mcdonnell,"Sacramento, CA","Dayton, OH"
4297,2000-03-05,1811,"Burbank, Calilfornia",southwest airlines,1455,Las Vegas - Burbank,Boeing B-737-3T5,142.0,0.0,0,2000,boeing,Las Vegas,Burbank
4298,2000-03-09,0840,"Moscow, Russia",vologodskiye airlines,?,Moscow - Kiev,Yakovlev YAK-40,9.0,9.0,0,2000,yakovlev,Moscow,Kiev
4299,2000-03-17,0930,"Near Kuna Yala, Panama",aeroperlas,?,Panama City - Puerto Obaldia,de Havilland Canada DHC-6 Twin Otter 300,10.0,10.0,0,2000,de,Panama City,Puerto Obaldia
4300,2000-03-17,1231,"Ennadai Lake, Canada",points north air services,?,"Points North Landing, SK - Ennadai Lake",Douglas C-47A-5-DK,2.0,2.0,0,2000,douglas,"Points North Landing, SK",Ennadai Lake
4301,2000-03-22,1745,"Herreira, Spain",military,?,Sevilla - Herreira,CASA 212-DE Aviocar 200,7.0,7.0,0,2000,casa,Sevilla,Herreira
4302,2000-03-24,1804,"Kadirana, Sri Lanka",sky cabs,?,Bangkok - Colombo,Antonov AN-12 (freighter),8.0,6.0,2,2000,antonov,Bangkok,Colombo
4303,2000-03-25,?,"Huambo, Angola",uralex,?,Huambo - Luanda,Antonov AN-32,33.0,3.0,0,2000,antonov,Huambo,Luanda
4304,2000-03-30,?,"Near Anuradhapura, Sri Lanka",military,?,Jaffna/Palaly AFB - Anuradhapura AFB,Antonov An-26,40.0,40.0,0,2000,antonov,Jaffna/Palaly AFB,Anuradhapura AFB
4305,2000-04-05,0930,"Marianna, Florida",bankair,?,Opa-Locka - Marianna,Learjet 35A,3.0,3.0,0,2000,learjet,Opa-Locka,Marianna
4306,2000-04-19,0702,"Samal Island, Philippines",air philippines,541,Manila - Davao,Boeing B-737-2H4,131.0,131.0,0,2000,boeing,Manila,Davao
4307,2000-04-19,?,"Pepa ,Congo",military,?,"Pepa, Congo - Kigali, Rwanda",Antonov AN-8,24.0,24.0,0,2000,antonov,"Pepa, Congo","Kigali, Rwanda"
4308,2000-04-29,?,"Bapi, Papua New Guinea",north coast aviation,?,?,Britten-Norman BN-2A-20 Islander,4.0,4.0,0,2000,britten-norman,?,?
4309,2000-05-02,1439,"Lyon Satolas, France",northern executive aviation,4B,?,Learjet 35A,5.0,2.0,0,2000,learjet,?,?
4310,2000-05-03,?,"Kurupung, Guyana",trans guyana airways,?,?,Britten-Norman BN-2A-9 Islander,1.0,1.0,0,2000,britten-norman,?,?
4311,2000-05-10,2030,"Kaunakakai, Hawaii",price aircraft company,?,Kahului - Hoolehua,Rockwell Sabreliner 65,6.0,6.0,0,2000,rockwell,Kahului,Hoolehua
4312,2000-05-17,0947,"Moanda, Gabon",avirex,?,Libreville - Moanda,Beechcraft 1900C-1,10.0,3.0,0,2000,beechcraft,Libreville,Moanda
4313,2000-05-21,1128,"Near Wilkes-Barre, Pennsylvania",executive airlines,Charter,Atlantic City - Wilkes-Barre,BAe Jetstream 3101-31,19.0,19.0,0,2000,bae,Atlantic City,Wilkes-Barre
4314,2000-05-25,?,"Near Manila, Philippines",philippine airlines,812,Davao - Manila,Airbus A.330-301,298.0,1.0,0,2000,airbus,Davao,Manila
4315,2000-05-31,1905,"Off Whyalla, Australia",whyalla airlines,904,Adelaide - Whyalla,Piper PA-31-350 Navajo,8.0,8.0,0,2000,piper,Adelaide,Whyalla
4316,2000-06-05,1135,"Accra, Ghana",ghana airlink,200,Tamale - Accra,Fokker F-27 Friendship 600,52.0,7.0,0,2000,fokker,Tamale,Accra
4317,2000-06-22,0116,"Shitai, China",wuhan airlines,343,Enshi - Wuhan,Xian Yunshuji Y-7-100C,44.0,44.0,7,2000,xian,Enshi,Wuhan
4318,2000-06-23,1141,"Boca Raton, Florida",universal jet aviation,?,Boca Raton - Fort Pierce,Learjet 55,3.0,3.0,0,2000,learjet,Boca Raton,Fort Pierce
4319,2000-06-27,?,"Off Shimano, Japan",military,?,Training,Kawasaki C-1A,5.0,5.0,0,2000,kawasaki,?,?
4320,2000-07-02,1050,"Off Cagayancillo, Philippines",military,?,Cagayancillo - Puerto Princesa,GAF Nomad N-22C,15.0,14.0,0,2000,gaf,Cagayancillo,Puerto Princesa
4321,2000-07-08,1950,"Near Villahermosa, Mexico",aerocaribe,7831,Tuxtla Gutierrez - Villahermosa,British Aerospace BAe Jetstream 32EP,19.0,19.0,0,2000,british,Tuxtla Gutierrez,Villahermosa
4322,2000-07-09,0837,"Villavicencio, Colombia",coral colombia,?,Villavicencio - Mitu,Curtiss C-46A-60-CS,19.0,13.0,0,2000,curtiss,Villavicencio,Mitu
4323,2000-07-13,0034,"Raleigh, North Carolina",win win aviation,?,"Hinckley, IL - Louisburg, NC",de Havilland Canada DHC-6 Twin Otter 200,3.0,1.0,0,2000,de,"Hinckley, IL","Louisburg, NC"
4324,2000-07-17,0734,"Patna, India",indian airlines/alliance airlines,7412,Calcutta - Patna - Lucknow - New Delhi,Boeing B-737-2A8 Advanced,58.0,55.0,5,2000,boeing,Calcutta,New Delhi
4325,2000-07-19,0030,"Linneus, Maine",airwave transport,9807,Moncton - Montreal,Grumman G-159 Gulfstream I,2.0,2.0,0,2000,grumman,Moncton,Montreal
4326,2000-07-20,1312,"Nassau, Bahamas",allied air freight,?,Nassau - Freeport,Douglas C-47A-10-DK,2.0,2.0,0,2000,douglas,Nassau,Freeport
4327,2000-07-21,1020,"Maui, Hawaii",blue hawaiian helicopters,?,Sight seeing,Aerospatiale AS355-F1,7.0,7.0,0,2000,aerospatiale,?,?
4328,2000-07-25,1644,"Gonesse, France",air france,4590,Paris - New York City,Aerospatiale BAe Concorde 101,109.0,109.0,4,2000,aerospatiale,Paris,New York City
4329,2000-07-26,0600,"Mafraq, Jordan",military,?,?,Lockheed C-130H Hercules,13.0,13.0,0,2000,lockheed,?,?
4330,2000-07-27,1031,"Jodhura, Nepal",royal nepal airlines,?,Bajhang - Dhangadhi,de Havilland Canada DHC-6 Twin Otter 300,25.0,25.0,0,2000,de,Bajhang,Dhangadhi
4331,2000-08-02,0845,"Cubatao, Brazil",air taxi,?,Cubatao - Navegantes,Sikorsky S-76,6.0,6.0,0,2000,sikorsky,Cubatao,Navegantes
4332,2000-08-06,1555,"Puerto Montt, Chile",military,-,Santiago - Coihaique,Casa 212-AB10 Aviocar,14.0,14.0,0,2000,casa,Santiago,Coihaique
4333,2000-08-09,0800,"Burlington Township, New Jersey",patuxent airways,?,"Lakehurst, NY - Patuxent River, MD",Piper Navajo PA-31/ Piper Seminole PA-44,11.0,11.0,0,2000,piper,"Lakehurst, NY","Patuxent River, MD"
4334,2000-08-12,?,"Near Tshikapa, Congo",staer air,?,Kinshasa - Tshikapa,Antonov AN-26B,27.0,27.0,0,2000,antonov,Kinshasa,Tshikapa
4335,2000-08-23,1930,"Off Manama, Bahrain",gulf air,072,Cairo - Manama,Airbus A320-212,143.0,143.0,0,2000,airbus,Cairo,Manama
4336,2000-09-02,?,"Mount Montezuma, Colombia",military,?,?,Douglas C-47,7.0,7.0,0,2000,douglas,?,?
4337,2000-09-04,1510,"Near Burketown, Australia",charter,?,Perth - ?,Beechcraft SKA 200,8.0,8.0,0,2000,beechcraft,Perth,?
4338,2000-09-16,0925,"Kumarapura, Sri Lanka",military,?,Colombo - Kalmunai,Mil Mi-17,14.0,14.0,0,2000,mil,Colombo,Kalmunai
4339,2000-10-06,1655,"Reynosa, Mexico",aeromexico,250,Mexico City - Reynosa - Matamoros,McDonnell Douglas DC-9-31,88.0,0.0,4,2000,mcdonnell,Mexico City,Matamoros
4340,2000-10-08,1520,"Port Radium, Northwest Territories, Canada",summit air charters,?,Kuglluktuk - Yellowknife,Shorts SC.7 Skyvan 3-100,3.0,3.0,0,2000,shorts,Kuglluktuk,Yellowknife
4341,2000-10-10,1452,"Wichita, Kansas",bombardier aerospace,?,Test flight,Canadair CL-600-2B16 Challenger 604,3.0,2.0,0,2000,canadair,?,?
4342,2000-10-16,1733,"Hillsboro, Missouri",private,?,St. Louis - New Madrid,Cessna 335,3.0,3.0,0,2000,cessna,St. Louis,New Madrid
4343,2000-10-19,1212,"Near Sam Neua, Laos",lao aviation,703,Vientiane - Sam Neua,Harbin Yunshuji Y-12-II,17.0,8.0,0,2000,harbin,Vientiane,Sam Neua
4344,2000-10-25,1815,"Near Batumi, Republic of Georgia",military,?,Moscow - Batumi,Ilyushin IL-18D,86.0,86.0,0,2000,ilyushin,Moscow,Batumi
4345,2000-10-31,2317,"Taipei, Taiwan",singapore airlines,006,Taipei - Los Angeles,Boeing B-747-412,179.0,83.0,0,2000,boeing,Taipei,Los Angeles
4346,2000-10-31,1127,"Near Monaquimbundo, Angola",aca-ancargo,?,Saurimo - Luanda,Antonov AN-26,44.0,44.0,0,2000,antonov,Saurimo,Luanda
4347,2000-11-07,?,"Luabo, Democratic Republic Congo",malu aviation,?,?,Antonov 32B,11.0,2.0,0,2000,antonov,?,?
4348,2000-11-09,0123,"Fort Wayne, Indiana",superior aviation,?,"Fort Wayne, IN - Milwaukee, WI",Swearingen SA.226TC Metro II,1.0,1.0,0,2000,swearingen,"Fort Wayne, IN","Milwaukee, WI"
4349,2000-11-15,1305,"Near Luanda, Angola",asa pesada,?,Luanda - Namibe,Antonov AN-26,57.0,57.0,0,2000,antonov,Luanda,Namibe
4350,2000-11-20,1222,"Miami, Florida",american airlines,?,"Miami, FL - Port au Prince",Airbus A300-600R,114.0,1.0,0,2000,airbus,"Miami, FL",Port au Prince
4351,2000-12-11,1445,"Near Sumacal, Beni, BO",servicio aereo manchupo,?,Cashaschanes - Sumacal,Cessna 206,6.0,6.0,0,2000,cessna,Cashaschanes,Sumacal
4352,2001-01-04,?,"Zheng Zou AB, China",military,?,Training,Shaanxi Yunshuji Y-8/Yunshuji Y-8,16.0,16.0,6,2001,shaanxi,?,?
4353,2001-01-08,?,"Near Silimo, Indonesia",military,?,Timika - Jayapura,CASA 212-MP Aviocar 200,9.0,9.0,0,2001,casa,Timika,Jayapura
4354,2001-01-23,2135,"Eider Point, Alaska",majestic air cargo,?,?,Douglas C-47A-30-DK (DC-3C),2.0,2.0,0,2001,douglas,?,?
4355,2001-01-25,1815,"Ciudad Bolivar, Venezuela",rutaca airlines,224,Canaina - Ciudad Bolivar - Por La Mar,Douglas DC-3C (C47A-DL),24.0,24.0,0,2001,douglas,Canaina,Por La Mar
4356,2001-01-27,1737,"Byers, Colorado",north bay charter,?,"Broomfield, CO - Stillwater, OK",Beech King Air 200 Catpass,10.0,10.0,0,2001,beech,"Broomfield, CO","Stillwater, OK"
4357,2001-01-31,1650,"El Yopal, Colombia",lineas aereas suramericanas,?,El Yopal - Mitu,Sud Aviation SE-210 Caravelle 10R,6.0,3.0,0,2001,sud,El Yopal,Mitu
