,Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Fatalities,Ground,Year,AC mfr,Departure,Arrival
2972,1977-12-29,?,"Cuenca, Ecuador",servicios aereos nacionales,?,Guayaquil - Cuenca,Vickers Viscount 764 D,24.0,24.0,0,1977,vickers,Guayaquil,Cuenca
2973,1978-01-01,2041,"Off Bandra, Maharashtra, India",air india,855,Bombay - Dubai,Boeing B-747-237B,213.0,213.0,0,1978,boeing,Bombay,Dubai
2974,1978-01-27,1355,"Near San Vincente, Colombia",sadelca,?,Neiva - San Vincente,Douglas DC-3,14.0,14.0,0,1978,douglas,Neiva,San Vincente
2975,1978-01-31,?,"Eirunepe, Brazil",taba,?,?,Embraer 110P Bandeirante,14.0,2.0,0,1978,embraer,?,?
2976,1978-02-10,1120,"Near Artigas, Uruguay",uruguayan air force,?,Artigas - Montevideo,Douglas C-47A-DL,44.0,44.0,0,1978,douglas,Artigas,Montevideo
2977,1978-02-10,1650,"Richland, Washington",columbia pacific airlines,23,"Richland, WA - Seattle, WA",Beechcraft 99,17.0,17.0,0,1978,beechcraft,"Richland, WA","Seattle, WA"
2978,1978-02-11,1255,"Cranbrook, British Columbia, Canada",pacific western airlines,314,Calgary - Cranbrook,Boeing B-737-275,49.0,42.0,0,1978,boeing,Calgary,Cranbrook
2979,1978-02-28,1030,"Solvang, California",security air,?,Visalia - Santa Barbara - Santa Maria,Aero Commander 500A,7.0,7.0,0,1978,aero,Visalia,Santa Maria
2980,1978-03-01,0925,"LAX, Los Angeles, California",continental airlines,603,Los Angeles - Honolulu,McDonnell Douglas DC-10-10,200.0,2.0,0,1978,mcdonnell,Los Angeles,Honolulu
2981,1978-03-02,1243,"Kano, Nigeria",nigeria airways,?,Abuja - Kano,Fokker F-28 Fellowship 1000 / MiG-21,18.0,18.0,0,1978,fokker,Abuja,Kano
2982,1978-03-03,?,"Off Caracas, Venezuela",lav,?,Caracas - Cumana,British Aerospace 748 2A,47.0,47.0,0,1978,british,Caracas,Cumana
2983,1978-03-16,1300,"Vrastsa, Bulgaria",balkan bulgarian airlines,?,Sofia - Warszawa,Tupolev TU-134,73.0,73.0,0,1978,tupolev,Sofia,Warszawa
2984,1978-03-22,2042,"Near Riverside, California",lake havasu air,?,"Santa Ana, CA - Lake Havasu, AZ",Cessna T207A,6.0,6.0,0,1978,cessna,"Santa Ana, CA","Lake Havasu, AZ"
2985,1978-03-25,06:55,"Okaraba, Burma",burma airways,?,Yangon - Myitkyina,Fokker F-27 Friendship 200,48.0,48.0,0,1978,fokker,Yangon,Myitkyina
2986,1978-04-04,2320,"Off Galveston, Texas",air logistics,?,?,Bell 212,6.0,3.0,0,1978,bell,?,?
2987,1978-04-05,1645,"St. Thomas, Virgin Islands",antilles air,?,"St. John, VI - St. Croix, VI",Grumman G-21,9.0,2.0,0,1978,grumman,"St. John, VI","St. Croix, VI"
2988,1978-04-20,2217,"Near Murmansk, Russia",korean airlines,902,Paris - Seoul,Boeing B-707-321B,109.0,2.0,0,1978,boeing,Paris,Seoul
2989,1978-04-29,?,"Bogota, Colombia",lac colombia,?,Bogota - Barranquilla,Douglas C-118A,12.0,8.0,0,1978,douglas,Bogota,Barranquilla
2990,1978-05-08,2120,"Pensacola, Florida",national airlines,193,"Miami, FL - Pensacola, FL - Mobile, AL",Boeing B-727-235,58.0,3.0,0,1978,boeing,"Miami, FL","Mobile, AL"
2991,1978-05-19,1332,"Pochinok, Russia",aeroflot,6709,Baku - Leningrad,Tupolev TU-154B,134.0,4.0,0,1978,tupolev,Baku,Leningrad
2992,1978-06-23,?,"Saint John's, Newfoundland",gander aviation,?,Saint John's - Saint Anthony,Beech Queen Air A80,10.0,10.0,0,1978,beech,Saint John's,Saint Anthony
2993,1978-06-26,?,"Off Bergen, Norway",helikopter service,?,Bergen - Stratjford-A,Sikorsky S-61N,18.0,18.0,0,1978,sikorsky,Bergen,Stratjford-A
2994,1978-06-26,0808,"Toronto, Canada",air canada,189,Toronto - Winnipeg,McDonnell Douglas DC-9-32,107.0,2.0,0,1978,mcdonnell,Toronto,Winnipeg
2995,1978-08-14,?,"Sogamoso, Bolivia",aeropeca,?,Bucaramanga-Leticia-La Paz,Curtiss C-46,18.0,18.0,0,1978,curtiss,Bucaramanga-Leticia-La Paz,Bucaramanga-Leticia-La Paz
2996,1978-08-26,?,"Papun, Burma",burma airways,?,Papun-Rangoon,de Havilland Canada DHC-6 Twin Otter 300,14.0,14.0,0,1978,de,Papun-Rangoon,Papun-Rangoon
2997,1978-08-30,0747,"Las Vegas, Nevada",las vegas airlines,?,"Las Vegas, NV - Santa Ana, CA",Piper PA-31-350 Chieftain,10.0,10.0,0,1978,piper,"Las Vegas, NV","Santa Ana, CA"
2998,1978-09-03,?,"Conakry, Guinea",air guinee,?,Conakry - Bamako,Ilyushin IL-18,17.0,15.0,0,1978,ilyushin,Conakry,Bamako
2999,1978-09-03,?,"Coal Harbour, BC, Canada",airwest airlines,?,Victoria harbor - Victoria Harbor Water Aerodome,de havilland Canada Twin Otter 200,13.0,11.0,0,1978,de,Victoria harbor,Victoria Harbor Water Aerodome
3000,1978-09-03,1730,"Near Kariba, Rhodesia (Zimbabwe)",air rhodesia,825,Kariba - Salisbury,Vickers Viscount 782D,56.0,38.0,0,1978,vickers,Kariba,Salisbury
3001,1978-09-09,1447,"Wrangell, Alaska",temesco helicopter,?,"Wrangell, AK - Return",Soloy 12EJ3,3.0,3.0,0,1978,soloy,"Wrangell, AK",Return
3002,1978-09-09,?,"Near Mexico City, Mexico",lineas areas del centro,?,Mexico City - Morelia,de Havilland Canada DHC-6 Twin Otter 100,21.0,18.0,0,1978,de,Mexico City,Morelia
3003,1978-09-13,1130,"Whittier, AK",alaska travel,?,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,6.0,6.0,0,1978,de,"Anchorage, AK","Whittier, AK"
3004,1978-09-14,1450,"Paranaque, Philippines",philippine air force,?,Laoag - Paranaque,Fokker F-27 Friendship 200,28.0,21.0,12,1978,fokker,Laoag,Paranaque
3005,1978-09-25,0902,"San Diego, California",pacific southwest airlines,182,Los Angeles - San Diego,Boeing B-727-214 / Cessna 172,137.0,137.0,7,1978,boeing,Los Angeles,San Diego
3006,1978-10-03,?,"Near Kuopio, Finland",military,?,Kuopio - Helsinki,Douglas C-47A-1-DK,15.0,15.0,0,1978,douglas,Kuopio,Helsinki
3007,1978-10-03,?,"Near Mandalay, Myanmar",burma airways,?,?,Fokker F-27 Friendship 600,44.0,2.0,0,1978,fokker,?,?
3008,1978-10-06,?,"Santiago de Chile, Chile",military,?,Military exercises,Douglas R6D-1 (DC-6),18.0,18.0,?,1978,douglas,?,?
3009,1978-10-07,?,"Sverdlovsk, Russia",aeroflot,?,Sverdlovsk - Kustanai,Yakovlev YAK-40,38.0,38.0,0,1978,yakovlev,Sverdlovsk,Kustanai
3010,1978-10-08,09:25,"Kenai, Alaska",era helicopter,?,"Kenai, AK - Return",Bell 205-1,7.0,2.0,0,1978,bell,"Kenai, AK",Return
3011,1978-10-22,?,"Off Bellona, Solomon Islands",solomon islands airlines,?,?,Britten Norman BN-2A Trislander,11.0,11.0,0,1978,britten,?,?
3012,1978-10-23,1941,"Gulf of Sivash, USSR",aeroflot,6515,Krasnodar - t:	Simferopol,Antonov AN-24B,26.0,26.0,0,1978,antonov,Krasnodar,t:	Simferopol
3013,1978-11-05,?,"Off Alexandria, Egypt",nile delta air services,?,?,Douglas DC-3,18.0,18.0,0,1978,douglas,?,?
3014,1978-11-15,2330,"Near Katunayake, Sri Lanka",loftleidir icelandic airlines,001,Jeddah - Colombo,McDonnell Douglas DC-8-Super 63CF,262.0,183.0,0,1978,mcdonnell,Jeddah,Colombo
3015,1978-11-18,?,"Off Marie Galante Island, West Indies",air guadeloupe,?,?,de Havilland Canada DHC-6 Twin Otter 300,20.0,15.0,0,1978,de,?,?
3016,1978-11-19,1100,"Near Leh, India",military,?,Chandigarh - Leh,Antonov An-12,77.0,77.0,1,1978,antonov,Chandigarh,Leh
3017,1978-11-21,?,"Near Rubio, Venezuela",aereo el venado,?,Cucuta - Arauca,Douglas C-47A,27.0,27.0,0,1978,douglas,Cucuta,Arauca
3018,1978-11-25,1555,"Hydaburg, Alaska",tyee airlines,?,Ketchikan - Hydaburg,de Havilland DHC-2,5.0,5.0,0,1978,de,Ketchikan,Hydaburg
3019,1978-12-04,1945,"Near Steamboat Springs, Coloado",rocky mountain airways,217,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,22.0,2.0,0,1978,de,Steamboat Springs,Denver
3020,1978-12-16,?,"Selvapiana, Italy",air 70,?,?,Cessna 421 Golden Eagle,10.0,10.0,0,1978,cessna,?,?
3021,1978-12-17,?,"Hyderabad, India",indian airlines,?,?,Boeing B-737-2A8,132.0,1.0,3,1978,boeing,?,?
3022,1978-12-23,0039,"Off Cinisi, Sicily, Italy",alitalia,4128,Rome - Palermo,McDonnell Douglas DC-9-32,129.0,108.0,0,1978,mcdonnell,Rome,Palermo
3023,1978-12-28,1815,"Portland, Oregon",united airlines,173,Denver - Portland,McDonnell Douglas DC-8-61,189.0,10.0,0,1978,mcdonnell,Denver,Portland
3024,1979-01-15,1305,"Minsk, Russia",aeroflot,7502,Tallinn - Minsk,Antonov AN-24N,13.0,13.0,0,1979,antonov,Tallinn,Minsk
3025,1979-01-24,1940,"Bechar, Algeria",air algerie,?,?,Nord 262A-44,23.0,14.0,0,1979,nord,?,?
3026,1979-01-27,1726,"Rodez, France",air rouergue,?,?,Fokker F-27 Friendship 500,6.0,5.0,0,1979,fokker,?,?
3027,1979-01-30,?,"125 miles ENE of Tokyo, Japan",varig,?,Tokyo-Los Angeles-Rio de Janeiro,Boeing B-707-326C,6.0,6.0,0,1979,boeing,Tokyo-Los Angeles-Rio de Janeiro,Tokyo-Los Angeles-Rio de Janeiro
3028,1979-02-08,?,"Near Agudos, Brazil",tam lineas aéreas regional,?,Bauru - Sao Paulo,Embraer 110C Bandeirante,18.0,18.0,0,1979,embraer,Bauru,Sao Paulo
3029,1979-02-12,1700,"Near Kariba, Rhodesia",air rhodesia,?,Kariba - Salisbury,Vickers Viscount 748D,59.0,59.0,0,1979,vickers,Kariba,Salisbury
3030,1979-02-12,1300,"Clarksburg, West Virginia",allegheny airlines,561,Clarksburg - Washington DC,Nord 262,25.0,2.0,0,1979,nord,Clarksburg,Washington DC
3031,1979-02-17,1:35,"Manakau Harbor, New Zealand",air new zealand,?,Gisborne - Auckland -Training,Fokker F-27 Friendship 500,4.0,2.0,0,1979,fokker,Gisborne,Auckland -Training
3032,1979-02-19,?,"Barentu, Ethiopia",ethiopian airlines,?,?,Douglas DC-3,5.0,5.0,0,1979,douglas,?,?
3033,1979-03-01,1504,"Gulfport, Mississippi",universal airways,?,Houston - Gulfport - New Orleans,Beech BE-70,8.0,8.0,0,1979,beech,Houston,New Orleans
3034,1979-03-10,1752,"Off Marina del Rey, California",swift aire lines inc.,235,New York - Santa Monica,Aerospatiale Nord 262A-33,7.0,3.0,0,1979,aerospatiale,New York,Santa Monica
3035,1979-03-14,0852,"Bejing, China",caac,?,?,Hawker Siddeley Trident 2E,12.0,12.0,32,1979,hawker,?,?
3036,1979-03-14,2340,"Near Doha Airport, Qatar",alia royal jordanian airlines,600,Amman - Doha,Boeing B-727-2D3,64.0,45.0,0,1979,boeing,Amman,Doha
3037,1979-03-17,1944,"Near Moscow, Russia",aeroflot,1691,Moscow - Odessa,Tupolev TU-104B,119.0,58.0,0,1979,tupolev,Moscow,Odessa
3038,1979-03-26,?,"Luanda, Angola",interflug,?,Luanda-Berlin,Ilyushin IL-18D,10.0,10.0,0,1979,ilyushin,Luanda-Berlin,Luanda-Berlin
3039,1979-03-29,?,"Ste. Foy, PQ, Canada",quebecair,255,Quebec - Montreal,Fairchild F-27,24.0,17.0,0,1979,fairchild,Quebec,Montreal
3040,1979-04-14,?,"Off Avalon, California",catalina airlines,?,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,11.0,1.0,0,1979,grumman,"San Pedro, CA","Catalina, CA"
3041,1979-04-18,1823,"Newark, New Jersey",new york airways,?,"Newark, NJ - Flushing, NY",Sikorsky S61-L,18.0,3.0,0,1979,sikorsky,"Newark, NJ","Flushing, NY"
3042,1979-04-23,?,"Near Cuenca, Ecuador",saeta,?,Quito - Cuenca,Vickers Viscount 785D,57.0,57.0,0,1979,vickers,Quito,Cuenca
3043,1979-05-25,2040,"Bullen Point, Alaska",sea airmotive,?,Bullen Point - Deadhorse,de Havilland Canada DHC-4A Caribou,3.0,3.0,0,1979,de,Bullen Point,Deadhorse
3044,1979-05-25,1504,"Chicago O'Hare, Illinois",american airlines,191,"Chicago, IL- Los Angeles, CA",McDonnell Douglas DC-10-10,271.0,271.0,2,1979,mcdonnell,"Chicago, IL- Los Angeles, CA","Los Angeles, CA"
3045,1979-05-27,?,"Off Dakar, Senegal",military,?,Bouceif - Dakar,de Havilland Canada DHC-5D Buffalo,12.0,12.0,0,1979,de,Bouceif,Dakar
3046,1979-05-30,2055,"Rockland, Maine",downeast airlines,46,Boston - Rockland,de Havilland DHC-6-200,18.0,17.0,0,1979,de,Boston,Rockland
3047,1979-06-07,1100,"Near Leh, India",military,?,?,Hindustan Aeronautics 748-2M,27.0,27.0,0,1979,hindustan,?,?
3048,1979-06-17,2248,"Hyannis, Massachusetts",air new england,248,"New York, NY - Hyannis, MA",de Havilland Canada DHC-6 Twin Otter 300,10.0,1.0,0,1979,de,"New York, NY","Hyannis, MA"
3049,1979-07-11,1900,"Near Medan Airfield, Indonesia",garuda indonesia airlines,?,Talang Betutu - Medan,Fokker F-28 Fellowship 1000,61.0,61.0,0,1979,fokker,Talang Betutu,Medan
3050,1979-07-12,1020,"Bua, Fiji",fiji air services,?,Suva-Nausori - Bua-Dama,Britten Norman BN-2A Trislander,9.0,9.0,0,1979,britten,Suva-Nausori,Bua-Dama
3051,1979-07-12,0932,"Anchorage, Alaska",soldotna air services,?,"Anchorage, AK - Kenai, AK",Cessna 402B,7.0,7.0,0,1979,cessna,"Anchorage, AK","Kenai, AK"
3052,1979-07-23,?,"Beirut, Lebanon",trans mediterranean airways,?,Training,Boeing 707-327C,6.0,6.0,0,1979,boeing,?,?
3053,1979-07-24,0922,"St. Croix, Virgin Islands",prinair,610,St. Croix - St. Kitts,de Havilland DH-114 Heron,21.0,8.0,0,1979,de,St. Croix,St. Kitts
3054,1979-07-31,1601,"Off Sumburgh, Shetlands, Scotland",dan air services,?,?,Hawker Siddeley HS-748-1,47.0,17.0,0,1979,hawker,?,?
3055,1979-08-02,?,"Canton, Ohio",private,?,?,Cessna 501 Citation,3.0,1.0,0,1979,cessna,?,?
3056,1979-08-03,?,"Leningrad, USSR",aeroflot,?,Smolensk -	Leningrad (,LET 410M turbojet,14.0,14.0,0,1979,let,Smolensk,Smolensk -	Leningrad (
3057,1979-08-04,?,"Near Panvel, India",indian airlines,?,Pune-Bombay,Hindustan Aeronautics 748 2-224,45.0,45.0,0,1979,hindustan,Pune-Bombay,Pune-Bombay
3058,1979-08-11,1335,"Near Volgograd, Russia",aeroflot,7880/7628,Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev,Tupolev TU-134A / Tupolev Tu-134A,178.0,178.0,0,1979,tupolev,Tashkent,Minsk /Chelyabinsk to Kishinev
3059,1979-08-24,?,"Near Enisseysk, USSR",aeroflot,?,Norisk - Krasnoyarsk,Antonov AN-12,16.0,11.0,0,1979,antonov,Norisk,Krasnoyarsk
3060,1979-08-29,0026,"Near Kirsanov, Russia",aeroflot,?,Kiev - Kazan,Tupolev TU-124,63.0,63.0,0,1979,tupolev,Kiev,Kazan
3061,1979-09-03,01:01,"Andema, Russia",aeroflot,A-513,Arkhangelsk - Amderma,Antonov AN-24,44.0,40.0,0,1979,antonov,Arkhangelsk,Amderma
3062,1979-09-11,?,"Off Taipei, Taiwan",china airlines (taiwan),?,Training,Boeing 707-324C,6.0,6.0,0,1979,boeing,?,?
3063,1979-09-14,2047,"Near Klamath Falls, Oregon",butler aviation inc.,-,Redmond - Klamath Falls - Medford,Douglas DC-7,12.0,12.0,0,1979,douglas,Redmond,Medford
3064,1979-09-14,00:7,"Near Sarroch, Italy",aero transporti italiani,?,Alghero - Cagliari,McDonnell Douglas DC-9-32,31.0,31.0,0,1979,mcdonnell,Alghero,Cagliari
3065,1979-09-18,?,"Blink Horn Point, Canada",pacific coastal airlines,?,: Comox-Port Hardy,Britten Norman BN-7A lslander,9.0,4.0,0,1979,britten,: Comox-Port Hardy,: Comox-Port Hardy
3066,1979-09-19,?,"Merced, California",military,?,Training,Boeing KC-135A,5.0,5.0,0,1979,boeing,?,?
3067,1979-09-30,1300,"Porpoise Bay, British Columbia Canada",west coast air,?,Vancouver - Sechelt,de Havilland Canada DHC-6 Twin Otter 200,16.0,2.0,0,1979,de,Vancouver,Sechelt
3068,1979-10-07,2215,"Athens, Greece",swissair,SR316,Zurich - Geneva - Athens - Bombay - Beijing,McDonnell Douglas DC-8-62,156.0,14.0,0,1979,mcdonnell,Zurich,Beijing
3069,1979-10-08,1008,"Covington, Kentucky",comair,?,"Covington, KY - Nashville, TN",Piper PA-31,8.0,8.0,0,1979,piper,"Covington, KY","Nashville, TN"
3070,1979-10-27,0715,"Lensk, Russia",aeroflot,?,Lensk -	Peleduy,Antonov An-2TP,12.0,3.0,0,1979,antonov,Lensk,Lensk -	Peleduy
3071,1979-10-31,0542,"Mexico City, Mexico",western airlines,2605,Los Angeles - Mexico City,McDonnell Douglas DC-10-10,88.0,72.0,1,1979,mcdonnell,Los Angeles,Mexico City
3072,1979-11-15,1200,"Near Chicago, Illinois",american airlines,444,Chicago - Washington D.C.,Boeing B-727,78.0,0.0,0,1979,boeing,Chicago,Washington D.C.
3073,1979-11-16,1840,"Vologda, Russia",aeroflot,?,Positioning,Yakovlev YAK-40,5.0,3.0,0,1979,yakovlev,?,?
3074,1979-11-18,0456,"Granger, Utah",transamerica airlines,?,"Ogden, UT - Las Vegas, NV",Lockheed L-188CF Electra,3.0,3.0,0,1979,lockheed,"Ogden, UT","Las Vegas, NV"
3075,1979-11-26,0203,"Near At Ta'if, Jeddah, Saudi Arabia",pakistan international airlines,740,Jeddah - Karachi,Boeing B-707-340C,156.0,156.0,0,1979,boeing,Jeddah,Karachi
3076,1979-11-28,1249,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",air new zealand,901,Auckland - Christchurch,McDonnell Douglas DC-10-30,257.0,257.0,0,1979,mcdonnell,Auckland,Christchurch
3077,1979-11-30,?,"San Andres Island, Colombia",aerolineas la gaviola,?,?,Grumman G-21 Goose,9.0,9.0,0,1979,grumman,?,?
3078,1979-12-09,?,"Cherskiy, Russia",aeroflot,?,?,Antonov AN-26,7.0,7.0,0,1979,antonov,?,?
3079,1979-12-12,?,"Apolo, Bolivia",camba,?,?,Martin 404,11.0,10.0,0,1979,martin,?,?
3080,1979-12-18,?,"Cerro Toledo Mountain, Colombia",satena,?,Arauca - Bogota,Douglas DC-4 (C-54),21.0,21.0,0,1979,douglas,Arauca,Bogota
3081,1979-12-22,1400,"Near Puerto Esperanza, Peru",fuerza aérea del peru,?,Pucallpa - Puerto Esperanza,de Havilland Canada DHC-5 Buffalo,29.0,29.0,0,1979,de,Pucallpa,Puerto Esperanza
3082,1979-12-23,?,"Ankara, Turkey",turkish airlines (thy),?,Ankara - Samsun,Fokker F-28 Fellowship 1000,45.0,41.0,0,1979,fokker,Ankara,Samsun
3083,1979-12-23,?,"Menari, Papua New Guinea",douglas airways,?,Port Morsbey - Maanari,GAF Nomad 22B,16.0,16.0,0,1979,gaf,Port Morsbey,Maanari
3084,1980-01-02,?,Haiti,haïti air inter,?,Port au Prince - Cape Haitien,Britten Norman BN Islander,9.0,9.0,0,1980,britten,Port au Prince,Cape Haitien
3085,1980-01-11,0123,Over the Atlantic Ocean,private charter,?,Shreveport - Baton Rouge,Cessna 441 Conquest,2.0,2.0,0,1980,cessna,Shreveport,Baton Rouge
3086,1980-01-14,1400,"Shungnak, Alaska",ambler air service,?,"Ambler, AK - Kobuk, AK",Cessna 185A,9.0,7.0,0,1980,cessna,"Ambler, AK","Kobuk, AK"
3087,1980-01-21,1910,"Elburz Mtns., near Tehran, Iran",iran air,291,Babol Sar - Tehran,Boeing B-727-86,128.0,128.0,0,1980,boeing,Babol Sar,Tehran
3088,1980-01-23,?,"Mt. Cemonyet, Indonesia",pelita air service,?,Bandung - Jakarta,CASA 212 Aviocar 100,13.0,13.0,0,1980,casa,Bandung,Jakarta
3089,1980-01-24,0620,"Near Mandalay, Burma",military,?,Mandalay - Rangoon,Fairchild FH-227H,44.0,43.0,0,1980,fairchild,Mandalay,Rangoon
3090,1980-02-03,?,"Baracoa, Cuba",cubana de aviacon,?,Moa - Baracoa,Yakovlev YAK-40,37.0,1.0,0,1980,yakovlev,Moa,Baracoa
3091,1980-02-21,0850,"Leeville, Louisiana",rotor airs inc,?,"Leeville, LA - Grand Isle, LA",Sikorsky S-62A,7.0,6.0,0,1980,sikorsky,"Leeville, LA","Grand Isle, LA"
3092,1980-02-21,1909,"Sydney, NSW, Australia",advance airlines,?,Sydney - Tomora,Beechcraft Super King Air 200,13.0,13.0,0,1980,beechcraft,Sydney,Tomora
3093,1980-02-22,?,"Near Agra, India",military,?,?,Fairchild C-119G,47.0,46.0,1,1980,fairchild,?,?
3094,1980-02-27,0600,"Manila, Philippines",china airlines (taiwan),?,Taipei - Manila,Boeing B-707-309C,135.0,2.0,0,1980,boeing,Taipei,Manila
3095,1980-03-14,1100,"Near Warsaw, Poland",lot polish airlines,007,New York City - Warsaw,Ilyushin IL-62,87.0,87.0,0,1980,ilyushin,New York City,Warsaw
3096,1980-03-14,1500,"Near Yenice, Turkey",military,?,Training,Lockheed C-130H,18.0,18.0,0,1980,lockheed,?,?
3097,1980-03-21,1949,"Houston, Texas",eagle commuter,?,Houston - Brownwood,Piper PA-28-180,10.0,7.0,0,1980,piper,Houston,Brownwood
3098,1980-03-21,?,"Off Macae, Brazil",votec,?,?,Sikorsky S-76,14.0,14.0,0,1980,sikorsky,?,?
3099,1980-04-12,2040,"Florianopolis, Brazil",transbrasil,303,Sao Paulo - Florianopolis,Boeing B-727-27C,58.0,55.0,0,1980,boeing,Sao Paulo,Florianopolis
3100,1980-04-14,2005,"Krasnoyarsk, Russia",aeroflot,151,Krasnoyarsk - Yeniseisk,Antonov An-24B,53.0,2.0,0,1980,antonov,Krasnoyarsk,Yeniseisk
3101,1980-04-24,?,"Posht-i-Badam, Iran",military,?,?,Lockheed EC-130E Hercules,7.0,5.0,0,1980,lockheed,?,?
3102,1980-04-25,1321,"Tenerife, Canary Islands",dan air services,1008,Manchester - Tenerife,Boeing B-727-64,146.0,146.0,0,1980,boeing,Manchester,Tenerife
3103,1980-04-27,0655,"Don Muang, Thailand",thai airways,231,Khon Kaen - Bangkok,Hawker Siddeley HS-748-2,53.0,44.0,0,1980,hawker,Khon Kaen,Bangkok
3104,1980-06-02,?,"Near Yachiba, Bolivia",lloyd aereo boliviano,?,Cochabamba-Yacuiba,Fairchild F-27J,13.0,13.0,0,1980,fairchild,Cochabamba-Yacuiba,Cochabamba-Yacuiba
3105,1980-06-08,1532,"Near Matala, Angola",lineas aereas de angola,?,Jamba-Lubango,Yakovlev YAK-40,29.0,29.0,0,1980,yakovlev,Jamba-Lubango,Jamba-Lubango
3106,1980-06-12,1344,"Near Dushanbe, Russia",aeroflot,?,Leningrad - Dushanbe,Yakovlev YAK-40,29.0,29.0,0,1980,yakovlev,Leningrad,Dushanbe
3107,1980-06-12,1546,"Valley, Nebraska",air wisconsin,965,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Swearingen 226TC Metro II,15.0,13.0,0,1980,swearingen,"Appleton, WI","Lincoln, NE"
3108,1980-06-27,2059,"Tyrrhenian Sea, off Ustica, Italy",itavia,870,Bologna - Palermo,McDonnell Douglas DC-9-15,81.0,81.0,0,1980,mcdonnell,Bologna,Palermo
3109,1980-07-08,0039,"Near Alma-Ata, Kazakhstan, USSR",aeroflot,4225,Alma Ata - Simferopol,Tupolev TU-154B,166.0,166.0,0,1980,tupolev,Alma Ata,Simferopol
3110,1980-08-01,?,"Cerro Lilio, Mexico",aeronaves del peru,?,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,7.0,3.0,0,1980,douglas,"Lima, Peu","Mexico City, Mexico"
3111,1980-08-06,1740,"Houma, Louisiana",air logistics,?,Oil Platform SS-224 - Houma LA,Bell 205A-1 helicopter,13.0,13.0,0,1980,bell,Oil Platform SS-224,Houma LA
3112,1980-08-07,0300,"Nouadhibou, Mauretania",tarom,?,Bucurest - Nouadhibou,Tupolev TU-154B-1,168.0,1.0,0,1980,tupolev,Bucurest,Nouadhibou
3113,1980-08-19,1908,"Riyadh, Saudi Arabia",saudi arabian airlines,163,Riyadh - Jeddah,Lockheed 1011-200 TriStar,301.0,301.0,0,1980,lockheed,Riyadh,Jeddah
3114,1980-08-26,0629,"Near Jakarta, Indonesia",bouraq indonesia airlines,?,Banjarmasin-Sjamsudin Noor - Jakarta,Vickers Viscount 812,37.0,37.0,0,1980,vickers,Banjarmasin-Sjamsudin Noor,Jakarta
3115,1980-09-05,?,"Near Montelimar, France",military,?,?,Lockheed L-100-20 Hercules,8.0,8.0,0,1980,lockheed,?,?
3116,1980-09-10,?,"Puerto Olaya, Colombia",aeronorte colombia,?,Barranquilla - Bogota,Douglas C-47,3.0,3.0,0,1980,douglas,Barranquilla,Bogota
3117,1980-09-12,2058,"Off Freeport, Bahamas",florida commuter airlines,?,West Palm Beach - Freeport Grand Bahama Islands,Douglas DC-3,34.0,34.0,0,1980,douglas,West Palm Beach,Freeport Grand Bahama Islands
3118,1980-09-14,?,"Kindu, Zaire",military,?,Kindu-Kinshasa,Lockheed Hercules C-130,36.0,36.0,0,1980,lockheed,Kindu-Kinshasa,Kindu-Kinshasa
3119,1980-09-15,0005,"Near Medina, Saudi Arabia",military,RSAF453,?,Lockheed C-130E,89.0,89.0,0,1980,lockheed,?,?
3120,1980-09-17,?,"Near Kindu, Zaire",military,?,?,de Havilland DHC-5 Buffalo,36.0,36.0,0,1980,de,?,?
3121,1980-09-30,?,"Badakshan, Afghanistan",military,?,?,Antonov AN-12V,45.0,45.0,0,1980,antonov,?,?
3122,1980-11-12,2353,"Near Cairo, Egypt",military,?,Ramstein AB - Cairo,Lockheed C-141A,13.0,13.0,0,1980,lockheed,Ramstein AB,Cairo
3123,1980-11-19,0725,"Seoul, South Korea",korean airlines,?,Los Angeles-Anchorage-Séoul,Boeing B-747-2B5B,226.0,15.0,0,1980,boeing,Los Angeles-Anchorage-Séoul,Los Angeles-Anchorage-Séoul
3124,1980-11-24,?,"Near Medellin, Colombia",f.r. de la direccion general de ados,?,Bogota-Medellin,Douglas C-47A-35-DL,20.0,20.0,0,1980,douglas,Bogota-Medellin,Bogota-Medellin
3125,1980-11-28,2135,"Pecos City, Texas",central air services,?,?,Douglas DC-7B,2.0,2.0,0,1980,douglas,?,?
3126,1980-12-05,?,"Dar es Salaam, Tanzania",tanzania aviation,?,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,10.0,10.0,0,1980,piper,Dodoma,Dar es Salaam
3127,1980-12-21,1423,"Near Rio Hacha, Colombia",transportes aereos del caribe,?,Rio Hacha - Medellin,Aerospatiale Caravelle 6R,70.0,70.0,0,1980,aerospatiale,Rio Hacha,Medellin
3128,1980-12-23,2312,"Qatar, Qatar",saudi arabian airlines,?,Dhahran - Karachi,Lockheed L-1011-200,291.0,2.0,0,1980,lockheed,Dhahran,Karachi
